BFV122,BHV1,BHV101,BHV108,BHV2,BHV208,BHV22,BHV3,BHV308,BHV311,BHV313,BHV314,BHV315,BHV40,BHV6,BLV459,BLV614,BLV615,BPORV,BPRZSP,BPSV10,BPSV5,BV101,BV102,BV201,BV202,BV301,BV302,CQHB,CQHR,DSECON,FAFWP1,FAFWP2,FAFWP3,KAFWP1,KAFWP2,KAFWP3,KBCDO23,KBHON,KCHRGP1,KCHRGP2,KCHRGP3,KCHV22,KCISOA,KCISOB,KCLV615,KCSAS,KCTMTSP,KEA37R,KELC1R,KFWP1,KFWP2,KFWP3,KLAMPO121,KLAMPO122,KLAMPO123,KLAMPO124,KLAMPO125,KLAMPO126,KLAMPO132,KLAMPO189,KLAMPO2,KLAMPO4,KLAMPO47,KLAMPO48,KLAMPO49,KLAMPO50,KMANRX,KMSISO,KOHV22,KOLV615,KPBHM,KRXTRIP,KSWO100,KSWO120,KSWO121,KSWO122,KSWO125,KSWO128,KSWO202,KSWO205,KSWO206,KSWO207,KSWO220,KSWO241,KSWO243,KSWO246,KSWO249,KSWO251,KSWO252,KSWO253,KSWO8,KSWO9,KZBANK1,KZBANK2,KZBANK3,KZBANK4,KZBANK5,KZBANK6,KZBANK7,KZBANK8,QPROREL,QPRZB,QPRZP,UAVLEG1,UAVLEG2,UAVLEG3,UAVLEGM,UCOLEG1,UCOLEG2,UCOLEG3,UHOLEG1,UHOLEG2,UHOLEG3,WACCA,WACCB,WAUXSP,WHV22,WPRZSV,WSPRAY,WSPRCS1,WSPRCS2,WSTM1,WSTM2,WSTM3,ZINST101,ZINST22,ZINST25,ZINST26,ZINST42,ZINST56,ZINST57,ZINST58,ZINST62,ZINST65,ZINST66,ZINST70,ZINST71,ZINST72,ZINST73,ZINST74,ZINST75,ZINST76,ZINST77,ZINST78,ZINST89,ZINST91,ZINST92,ZINST93,ZINST94,ZINST95,ZINST96,ZINST99,ZPRZ,ZREAC,ZSGIN1,ZSGIN2,ZSGIN3,ZSGW1,ZSGW2,ZSGW3,FSRMDPM,USUBMA,ZINST1,ZINST17,ZINST2,ZINST3,ZINST46,,
0,0,0,0,0,0,1,0,0,0.96,1,1,1,0,0,0,0.84,1,0,0,0,0,0,0,0,0,0,0,1000000,400000,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.36,261.88,261.33,261.52,260.72,261.1,260.66,261.99,262.66,261.99,0,0,0,54.06,0,0,0,0,0,0,0,0.19,4.63,46.77,0.31,44.9,22,22,61.07,340.53,61.07,0,30.9,29.73,30.52,48.73,48.86,48.76,0,0,0,0,0,0,0,0,0,0,1.11,0,5.35,39,40,42,4.39,4.28,4.45,0,13.73,0.1,0.18,-6.36,0,261.99,0:03:14,#
0,0,0,0,0,0,1,0,0,0.96,1,1,1,0,0,0,0.84,1,0,0,0,0,0,0,0,0,0,0,1000000,400000,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.39,261.91,261.36,261.55,260.76,261.14,260.7,262.02,262.69,262.02,0,0,0,54.07,0,0,0,0,0,0,0,0.19,4.63,46.76,0.31,44.9,22,22,61.01,340.51,61.01,0,30.97,29.88,30.59,48.76,48.89,48.79,0,0,0,0,0,0,0,0,0,0,1.11,0,5.35,39,40,42,4.4,4.3,4.46,0,13.64,0.1,0.18,-6.37,0,262.02,0:03:15,#
0,0,0,0,0,0,1,0,0,0.96,1,1,1,0,0,0,0.84,1,0,0,0,0,0,0,0,0,0,0,1000000,400000,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.42,261.94,261.39,261.59,260.79,261.17,260.73,262.05,262.72,262.05,0,0,0,54.08,0,0,0,0,0,0,0,0.19,4.64,46.75,0.31,44.9,22,22,60.95,340.48,60.95,0,31.05,30.04,30.66,48.79,48.92,48.82,0,0,0,0,0,0,0,0,0,0,1.11,0,5.34,39,40,42,4.41,4.32,4.47,0,13.55,0.1,0.18,-6.37,0,262.05,0:03:17,#
0,0,0,0,0,0,1,0,0,0.96,1,1,1,0,0,0,0.84,1,0,0,0,0,0,0,0,0,0,0,1000000,400000,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.46,261.98,261.43,261.62,260.83,261.22,260.78,262.08,262.75,262.08,0,0,0,54.1,0,0,0,0,0,0,0,0.19,4.64,46.74,0.31,44.9,22,22,60.88,340.45,60.88,0,31.14,30.22,30.74,48.82,48.95,48.85,0,0,0,0,0,0,0,0,0,0,1.11,0,5.33,39,40,42,4.42,4.35,4.48,0,13.44,0.09,0.18,-6.38,0,262.09,0:03:18,#
0,0,0,0,0,0,1,0,0,0.96,1,1,1,0,0,0,0.84,1,0,0,0,0,0,0,0,0,0,0,1000000,400000,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.49,262.01,261.46,261.65,260.86,261.25,260.81,262.11,262.78,262.11,0,0,0,54.11,0,0,0,0,0,0,0,0.19,4.64,46.74,0.31,44.9,22,22,60.83,340.42,60.83,0,31.22,30.38,30.82,48.85,48.98,48.87,0,0,0,0,0,0,0,0,0,0,1.11,0,5.32,39,40,42,4.43,4.37,4.49,0,13.35,0.09,0.18,-6.38,0,262.11,0:03:19,#
0,0,0,0,0,0,1,0,0,0.96,1,1,1,0,0,0,0.84,1,0,0,0,0,0,0,0,0,0,0,1000000,400000,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.53,262.05,261.5,261.69,260.9,261.29,260.85,262.15,262.81,262.15,0,0,0,54.13,0,0,0,0,0,0,0,0.19,4.64,46.73,0.31,44.9,22,22,60.76,340.39,60.76,0,31.32,30.57,30.91,48.88,49.02,48.91,0,0,0,0,0,0,0,0,0,0,1.11,0,5.32,39,40,42,4.45,4.4,4.51,0,13.24,0.09,0.18,-6.39,0,262.15,0:03:20,#
0,0,0,0,0,0,1,0,0,0.96,1,1,1,0,0,0,0.84,1,0,0,0,0,0,0,0,0,0,0,1000000,400000,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.56,262.08,261.53,261.72,260.94,261.33,260.89,262.18,262.84,262.18,0,0,0,54.14,0,0,0,0,0,0,0,0.19,4.65,46.72,0.31,44.9,22,22,60.7,340.36,60.7,0,31.4,30.72,30.99,48.91,49.04,48.93,0,0,0,0,0,0,0,0,0,0,1.11,0,5.31,39,40,42,4.46,4.42,4.52,0,13.15,0.09,0.18,-6.39,0,262.18,0:03:21,#
0,0,0,0,0,0,1,0,0,0.96,1,1,1,0,0,0,0.84,1,0,0,0,0,0,0,0,0,0,0,1000000,400000,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.59,262.12,261.57,261.76,260.98,261.37,260.93,262.21,262.87,262.21,0,0,0,54.16,0,0,0,0,0,0,0,0.19,4.65,46.71,0.31,44.9,22,22,60.64,340.33,60.64,0,31.5,30.9,31.09,48.94,49.08,48.96,0,0,0,0,0,0,0,0,0,0,1.11,0,5.3,39,40,42,4.47,4.45,4.53,0,13.04,0.09,0.19,-6.4,0,262.22,0:03:22,#
0,0,0,0,0,0,1,0,0,0.96,1,1,1,0,0,0,0.84,1,0,0,0,0,0,0,0,0,0,0,1000000,400000,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.63,262.15,261.6,261.79,261.01,261.41,260.96,262.24,262.9,262.24,0,0,0,54.17,0,0,0,0,0,0,0,0.19,4.65,46.7,0.31,44.9,22,22,60.58,340.3,60.58,0,31.6,31.05,31.19,48.97,49.1,48.99,0,0,0,0,0,0,0,0,0,0,1.11,0,5.29,39,40,42,4.49,4.47,4.55,0,12.95,0.09,0.19,-6.41,0,262.25,0:03:23,#
0,0,0,0,0,0,1,0,0,0.96,1,1,1,0,0,0,0.84,1,0,0,0,0,0,0,0,0,0,0,1000000,400000,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.66,262.18,261.63,261.82,261.04,261.44,260.99,262.27,262.93,262.27,0,0,0,54.18,0,0,0,0,0,0,0,0.19,4.65,46.7,0.31,44.9,22,22,60.53,340.27,60.53,0,31.71,31.19,31.3,48.99,49.13,49.02,0,0,0,0,0,0,0,0,0,0,1.11,0,5.29,39,40,42,4.5,4.49,4.56,0,12.86,0.09,0.19,-6.41,0,262.28,0:03:24,#
0,0,0,0,0,0,1,0,0,0.96,1,1,1,0,0,0,0.84,1,0,0,0,0,0,0,0,0,0,0,1000000,400000,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.69,262.22,261.67,261.86,261.08,261.48,261.03,262.31,262.96,262.31,0,0,0,54.2,0,0,0,0,0,0,0,0.19,4.65,46.69,0.31,44.9,22,22,60.46,340.24,60.46,0,31.85,31.37,31.45,49.02,49.16,49.05,0,0,0,0,0,0,0,0,0,0,1.11,0,5.28,39,40,42,4.53,4.51,4.58,0,12.75,0.09,0.19,-6.42,0,262.32,0:03:25,#
0,0,0,0,0,0,1,0,0,0.96,1,1,1,0,0,0,0.84,1,0,0,0,0,0,0,0,0,0,0,1000000,400000,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.72,262.25,261.7,261.89,261.11,261.51,261.06,262.34,262.99,262.34,0,0,0,54.21,0,0,0,0,0,0,0,0.19,4.66,46.68,0.31,44.9,22,22,60.41,340.21,60.41,0,31.98,31.51,31.58,49.05,49.19,49.07,0,0,0,0,0,0,0,0,0,0,1.11,0,5.27,39,40,42,4.55,4.53,4.6,0,12.66,0.08,0.19,-6.42,0,262.34,0:03:26,#
0,0,0,0,0,0,1,0,0,0.96,1,1,1,0,0,0,0.84,1,0,0,0,0,0,0,0,0,0,0,1000000,400000,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.76,262.29,261.73,261.93,261.14,261.55,261.09,262.38,263.03,262.38,0,0,0,54.22,0,0,0,0,0,0,0,0.19,4.66,46.67,0.31,44.9,22,22,60.34,340.18,60.34,0,32.14,31.67,31.74,49.08,49.22,49.1,0,0,0,0,0,0,0,0,0,0,1.11,0,5.27,39,40,42,4.57,4.56,4.63,0,12.56,0.08,0.19,-6.43,0,262.38,0:03:27,#
0,0,0,0,0,0,1,0,0,0.96,1,1,1,0,0,0,0.84,1,0,0,0,0,0,0,0,0,0,0,1000000,400000,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.79,262.32,261.76,261.96,261.17,261.58,261.12,262.4,263.05,262.4,0,0,0,54.24,0,0,0,0,0,0,0,0.19,4.66,46.66,0.31,44.9,22,22,60.29,340.15,60.29,0,32.28,31.8,31.87,49.1,49.25,49.13,0,0,0,0,0,0,0,0,0,0,1.11,0,5.26,39,40,42,4.59,4.58,4.65,0,12.47,0.08,0.19,-6.44,0,262.41,0:03:28,#
0,0,0,0,0,0,1,0,0,0.96,1,1,1,0,0,0,0.84,1,0,0,0,0,0,0,0,0,0,0,1000000,400000,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.82,262.35,261.79,261.99,261.2,261.62,261.15,262.43,263.08,262.43,0,0,0,54.25,0,0,0,0,0,0,0,0.19,4.66,46.65,0.31,44.9,22,22,60.23,340.12,60.23,0,32.41,31.93,32.01,49.13,49.27,49.15,0,0,0,0,0,0,0,0,0,0,1.11,0,5.25,39,40,42,4.61,4.6,4.66,0,12.38,0.08,0.19,-6.44,0,262.44,0:03:30,#
0,0,0,0,0,0,1,0,0,0.96,1,1,1,0,0,0,0.84,1,0,0,0,0,0,0,0,0,0,0,1000000,400000,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.85,262.38,261.83,262.02,261.23,261.65,261.18,262.47,263.11,262.47,0,0,0,54.26,0,0,0,0,0,0,0,0.19,4.66,46.64,0.31,44.9,22,22,60.17,340.08,60.17,0,32.57,32.09,32.16,49.16,49.3,49.18,0,0,0,0,0,0,0,0,0,0,1.11,0,5.24,39,40,42,4.63,4.62,4.69,0,12.28,0.08,0.19,-6.45,0,262.47,0:03:31,#
0,0,0,0,0,0,1,0,0,0.96,1,1,1,0,0,0,0.84,1,0,0,0,0,0,0,0,0,0,0,1000000,400000,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.88,262.41,261.85,262.05,261.26,261.68,261.21,262.49,263.14,262.49,0,0,0,54.28,0,0,0,0,0,0,0,0.19,4.67,46.63,0.31,44.9,22,22,60.12,340.06,60.12,0,32.69,32.21,32.28,49.18,49.33,49.2,0,0,0,0,0,0,0,0,0,0,1.11,0,5.24,39,40,42,4.65,4.64,4.7,0,12.19,0.08,0.19,-6.45,0,262.5,0:03:32,#
0,0,0,0,0,0,1,0,0,0.96,1,1,1,0,0,0,0.84,1,0,0,0,0,0,0,0,0,0,0,1000000,400000,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.9,262.44,261.88,262.08,261.29,261.71,261.24,262.52,263.17,262.52,0,0,0,54.29,0,0,0,0,0,0,0,0.19,4.67,46.63,0.31,44.9,22,22,60.06,340.03,60.06,0,32.81,32.33,32.4,49.2,49.35,49.23,0,0,0,0,0,0,0,0,0,0,1.11,0,5.23,39,40,42,4.66,4.65,4.72,0,12.11,0.08,0.2,-6.46,0,262.53,0:03:33,#
0,0,0,0,0,0,1,0,0,0.96,1,1,1,0,0,0,0.84,1,0,0,0,0,0,0,0,0,0,0,1000000,400000,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.94,262.47,261.91,262.11,261.32,261.75,261.27,262.55,263.2,262.55,0,0,0,54.3,0,0,0,0,0,0,0,0.19,4.67,46.62,0.31,44.9,22,22,60,339.99,60,0,32.95,32.47,32.54,49.23,49.38,49.26,0,0,0,0,0,0,0,0,0,0,1.11,0,5.22,39,40,42,4.68,4.67,4.74,0,12.01,0.08,0.2,-6.47,0,262.56,0:03:34,#
0,0,0,0,0,0,1,0,0,0.96,1,1,1,0,0,0,0.84,1,0,0,0,0,0,0,0,0,0,0,1000000,400000,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.96,262.5,261.94,262.13,261.35,261.78,261.29,262.58,263.22,262.58,0,0,0,54.32,0,0,0,0,0,0,0,0.19,4.67,46.61,0.31,44.9,22,22,59.95,339.96,59.95,0,33.06,32.59,32.64,49.25,49.41,49.28,0,0,0,0,0,0,0,0,0,0,1.11,0,5.22,39,40,42,4.7,4.69,4.76,0,11.92,0.08,0.2,-6.47,0,262.58,0:03:35,#
0,0,0,0,0,0,1,0,0,0.96,1,1,1,0,0,0,0.84,1,0,0,0,0,0,0,0,0,0,0,1000000,400000,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.99,262.53,261.97,262.16,261.38,261.81,261.32,262.61,263.25,262.61,0,0,0,54.33,0,0,0,0,0,0,0,0.19,4.68,46.6,0.31,44.9,22,22,59.88,339.93,59.88,0,33.18,32.72,32.76,49.28,49.44,49.31,0,0,0,0,0,0,0,0,0,0,1.11,0,5.21,39,40,42,4.71,4.71,4.77,0,11.82,0.07,0.2,-6.48,0,262.62,0:03:36,#
0,0,0,0,0,0,1,0,0,0.96,1,1,1,0,0,0,0.84,1,0,0,0,0,0,0,0,0,0,0,1000000,400000,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.02,262.56,261.99,262.19,261.4,261.84,261.35,262.64,263.28,262.64,0,0,0,54.34,0,0,0,0,0,0,0,0.19,4.68,46.59,0.31,44.9,22,22,59.83,339.9,59.83,0,33.28,32.83,32.85,49.3,49.46,49.33,0,0,0,0,0,0,0,0,0,0,1.11,0,5.2,39,40,42,4.73,4.72,4.79,0,11.74,0.07,0.2,-6.48,0,262.64,0:03:37,#
0,0,0,0,0,0,1,0,0,0.96,1,1,1,0,0,0,0.84,1,0,0,0,0,0,0,0,0,0,0,1000000,400000,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.04,262.59,262.02,262.22,261.43,261.87,261.37,262.66,263.3,262.66,0,0,0,54.36,0,0,0,0,0,0,0,0.19,4.68,46.58,0.31,44.9,22,22,59.78,339.87,59.78,0,33.36,32.94,32.93,49.32,49.48,49.35,0,0,0,0,0,0,0,0,0,0,1.11,0,5.19,39,40,42,4.74,4.74,4.8,0,11.66,0.07,0.2,-6.49,0,262.67,0:03:38,#
0,0,0,0,0,0,1,0,0,0.96,1,1,1,0,0,0,0.84,1,0,0,0,0,0,0,0,0,0,0,1000000,400000,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.07,262.62,262.04,262.24,261.46,261.91,261.4,262.69,263.33,262.69,0,0,0,54.37,0,0,0,0,0,0,0,0.19,4.68,46.57,0.31,44.9,22,22,59.71,339.83,59.71,0,33.46,33.07,33.03,49.35,49.51,49.38,0,0,0,0,0,0,0,0,0,0,1.11,0,5.19,39,40,42,4.75,4.76,4.81,0,11.56,0.07,0.2,-6.49,0,262.69,0:03:39,#
0,0,0,0,0,0,1,0,0,0.96,1,1,1,0,0,0,0.84,1,0,0,0,0,0,0,0,0,0,0,1000000,400000,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.1,262.64,262.07,262.27,261.48,261.93,261.42,262.71,263.35,262.71,0,0,0,54.38,0,0,0,0,0,0,0,0.19,4.68,46.56,0.31,44.9,22,22,59.66,339.8,59.66,0,33.53,33.18,33.1,49.37,49.53,49.4,0,0,0,0,0,0,0,0,0,0,1.11,0,5.18,39,40,42,4.76,4.77,4.82,0,11.48,0.07,0.2,-6.5,0,262.72,0:03:40,#
0,0,0,0,0,0,1,0,0,0.96,1,1,1,0,0,0,0.84,1,0,0,0,0,0,0,0,0,0,0,1000000,400000,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.12,262.67,262.1,262.3,261.51,261.97,261.45,262.74,263.38,262.74,0,0,0,54.4,0,0,0,0,0,0,0,0.19,4.69,46.55,0.31,44.9,22,22,59.6,339.76,59.6,0,33.61,33.31,33.17,49.4,49.56,49.42,0,0,0,0,0,0,0,0,0,0,1.11,0,5.17,39,40,42,4.77,4.79,4.84,0,11.38,0.07,0.2,-6.51,0,262.75,0:03:41,#
0,0,0,0,0,0,1,0,0,0.96,1,1,1,0,0,0,0.84,1,0,0,0,0,0,0,0,0,0,0,1000000,400000,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.15,262.7,262.12,262.32,261.53,262,261.47,262.76,263.4,262.76,0,0,0,54.41,0,0,0,0,0,0,0,0.19,4.69,46.54,0.31,44.9,22,22,59.55,339.73,59.55,0,33.67,33.41,33.23,49.42,49.59,49.44,0,0,0,0,0,0,0,0,0,0,1.11,0,5.16,39,40,42,4.78,4.81,4.84,0,11.3,0.07,0.2,-6.51,0,262.77,0:03:42,#
0,0,0,0,0,0,1,0,0,0.96,1,1,1,0,0,0,0.84,1,0,0,0,0,0,0,0,0,0,0,1000000,400000,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.17,262.72,262.14,262.34,261.55,262.02,261.49,262.79,263.42,262.79,0,0,0,54.42,0,0,0,0,0,0,0,0.19,4.69,46.53,0.31,44.9,22,22,59.49,339.7,59.49,0,33.73,33.51,33.28,49.44,49.61,49.46,0,0,0,0,0,0,0,0,0,0,1.11,0,5.16,39,40,42,4.79,4.82,4.85,0,11.23,0.07,0.2,-6.52,0,262.79,0:03:44,#
0,0,0,0,0,0,1,0,0,0.96,1,1,1,0,0,0,0.84,1,0,0,0,0,0,0,0,0,0,0,1000000,400000,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.2,262.75,262.17,262.37,261.58,262.06,261.52,262.81,263.45,262.81,0,0,0,54.43,0,0,0,0,0,0,0,0.19,4.69,46.52,0.31,44.9,22,22,59.43,339.66,59.43,0,33.78,33.6,33.33,49.46,49.64,49.49,0,0,0,0,0,0,0,0,0,0,1.11,0,5.15,39,40,42,4.79,4.83,4.86,0,11.13,0.07,0.21,-6.52,0,262.82,0:03:45,#
0,0,0,0,0,0,1,0,0,0.96,1,1,1,0,0,0,0.84,1,0,0,0,0,0,0,0,0,0,0,1000000,400000,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.22,262.78,262.19,262.4,261.6,262.09,261.54,262.84,263.47,262.84,0,0,0,54.45,0,0,0,0,0,0,0,0.19,4.69,46.51,0.31,44.9,22,22,59.38,339.63,59.38,0,33.82,33.64,33.37,49.48,49.66,49.51,0,0,0,0,0,0,0,0,0,0,1.11,0,5.14,39,40,42,4.8,4.84,4.86,0,11.05,0.07,0.21,-6.53,0,262.84,0:03:46,#
