BFV122,BHV1,BHV101,BHV108,BHV2,BHV208,BHV22,BHV3,BHV308,BHV311,BHV313,BHV314,BHV315,BHV40,BHV6,BLV459,BLV614,BLV615,BPORV,BPRZSP,BPSV10,BPSV5,BV101,BV102,BV201,BV202,BV301,BV302,CQHB,CQHR,DSECON,FAFWP1,FAFWP2,FAFWP3,KAFWP1,KAFWP2,KAFWP3,KBCDO23,KBHON,KCHRGP1,KCHRGP2,KCHRGP3,KCHV22,KCISOA,KCISOB,KCLV615,KCSAS,KCTMTSP,KEA37R,KELC1R,KFWP1,KFWP2,KFWP3,KLAMPO121,KLAMPO122,KLAMPO123,KLAMPO124,KLAMPO125,KLAMPO126,KLAMPO132,KLAMPO189,KLAMPO2,KLAMPO4,KLAMPO47,KLAMPO48,KLAMPO49,KLAMPO50,KMANRX,KMSISO,KOHV22,KOLV615,KPBHM,KRXTRIP,KSWO100,KSWO120,KSWO121,KSWO122,KSWO125,KSWO128,KSWO202,KSWO205,KSWO206,KSWO207,KSWO220,KSWO241,KSWO243,KSWO246,KSWO249,KSWO251,KSWO252,KSWO253,KSWO8,KSWO9,KZBANK1,KZBANK2,KZBANK3,KZBANK4,KZBANK5,KZBANK6,KZBANK7,KZBANK8,QPROREL,QPRZB,QPRZP,UAVLEG1,UAVLEG2,UAVLEG3,UAVLEGM,UCOLEG1,UCOLEG2,UCOLEG3,UHOLEG1,UHOLEG2,UHOLEG3,WACCA,WACCB,WAUXSP,WHV22,WPRZSV,WSPRAY,WSPRCS1,WSPRCS2,WSTM1,WSTM2,WSTM3,ZINST101,ZINST22,ZINST25,ZINST26,ZINST42,ZINST56,ZINST57,ZINST58,ZINST62,ZINST65,ZINST66,ZINST70,ZINST71,ZINST72,ZINST73,ZINST74,ZINST75,ZINST76,ZINST77,ZINST78,ZINST89,ZINST91,ZINST92,ZINST93,ZINST94,ZINST95,ZINST96,ZINST99,ZPRZ,ZREAC,ZSGIN1,ZSGIN2,ZSGIN3,ZSGW1,ZSGW2,ZSGW3,FSRMDPM,USUBMA,ZINST1,ZINST17,ZINST2,ZINST3,ZINST46,,
0,0,0,0,0,0,1,0,0,0.96,1,1,1,0,0,0,0.88,1,0,0,0,0,0,0,0,0,0,0,1000000,400000,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.77,262.03,261.75,261.85,261.23,261.37,261.18,262.32,262.69,262.32,0,0,0,49.45,0,0,0,0,0,0,0,0.19,4.42,40.91,0.27,44.9,22,22,80.06,331.36,80.06,0,32.28,31.41,31.97,49.06,48.99,49.09,0,0,0,0,0,0,0,0,0,0,1.11,0,5.99,39,40,42,4.6,4.52,4.65,0,31.62,0.09,0.11,-6.4,0,262.32,0:03:05,#
0,0,0,0,0,0,1,0,0,0.96,1,1,1,0,0,0,0.88,1,0,0,0,0,0,0,0,0,0,0,1000000,400000,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.8,262.06,261.78,261.88,261.25,261.4,261.2,262.35,262.71,262.35,0,0,0,49.46,0,0,0,0,0,0,0,0.19,4.42,40.91,0.27,44.9,22,22,80.01,331.34,80.01,0,32.41,31.53,32.09,49.09,49.01,49.11,0,0,0,0,0,0,0,0,0,0,1.11,0,5.99,39,40,42,4.62,4.54,4.66,0,31.55,0.09,0.11,-6.41,0,262.34,0:03:06,#
0,0,0,0,0,0,1,0,0,0.96,1,1,1,0,0,0,0.88,1,0,0,0,0,0,0,0,0,0,0,1000000,400000,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.83,262.09,261.81,261.91,261.28,261.44,261.24,262.38,262.74,262.38,0,0,0,49.47,0,0,0,0,0,0,0,0.19,4.43,40.91,0.27,44.9,22,22,79.95,331.32,79.95,0,32.55,31.67,32.23,49.11,49.04,49.14,0,0,0,0,0,0,0,0,0,0,1.11,0,5.98,39,40,42,4.64,4.56,4.68,0,31.47,0.09,0.11,-6.41,0,262.38,0:03:07,#
0,0,0,0,0,0,1,0,0,0.96,1,1,1,0,0,0,0.88,1,0,0,0,0,0,0,0,0,0,0,1000000,400000,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.86,262.12,261.83,261.93,261.31,261.46,261.26,262.4,262.77,262.4,0,0,0,49.49,0,0,0,0,0,0,0,0.19,4.43,40.91,0.27,44.9,22,22,79.9,331.3,79.9,0,32.67,31.78,32.34,49.14,49.07,49.16,0,0,0,0,0,0,0,0,0,0,1.11,0,5.98,39,40,42,4.65,4.57,4.7,0,31.4,0.08,0.11,-6.42,0,262.4,0:03:08,#
0,0,0,0,0,0,1,0,0,0.96,1,1,1,0,0,0,0.88,1,0,0,0,0,0,0,0,0,0,0,1000000,400000,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.88,262.14,261.86,261.96,261.34,261.49,261.28,262.43,262.79,262.43,0,0,0,49.5,0,0,0,0,0,0,0,0.19,4.43,40.92,0.27,44.9,22,22,79.85,331.28,79.85,0,32.77,31.89,32.44,49.16,49.09,49.18,0,0,0,0,0,0,0,0,0,0,1.11,0,5.98,39,40,42,4.67,4.59,4.72,0,31.33,0.08,0.11,-6.43,0,262.43,0:03:10,#
0,0,0,0,0,0,1,0,0,0.96,1,1,1,0,0,0,0.88,1,0,0,0,0,0,0,0,0,0,0,1000000,400000,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.91,262.17,261.89,261.99,261.36,261.52,261.31,262.46,262.82,262.46,0,0,0,49.51,0,0,0,0,0,0,0,0.19,4.43,40.92,0.27,44.9,22,22,79.79,331.26,79.79,0,32.89,32.02,32.56,49.18,49.12,49.21,0,0,0,0,0,0,0,0,0,0,1.11,0,5.98,39,40,42,4.68,4.61,4.73,0,31.25,0.08,0.11,-6.43,0,262.46,0:03:11,#
0,0,0,0,0,0,1,0,0,0.96,1,1,1,0,0,0,0.88,1,0,0,0,0,0,0,0,0,0,0,1000000,400000,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.94,262.2,261.91,262.01,261.39,261.55,261.34,262.48,262.85,262.48,0,0,0,49.53,0,0,0,0,0,0,0,0.19,4.44,40.92,0.27,44.9,22,22,79.74,331.24,79.74,0,32.98,32.13,32.65,49.21,49.14,49.23,0,0,0,0,0,0,0,0,0,0,1.11,0,5.98,39,40,42,4.7,4.62,4.75,0,31.18,0.08,0.11,-6.44,0,262.48,0:03:12,#
0,0,0,0,0,0,1,0,0,0.96,1,1,1,0,0,0,0.88,1,0,0,0,0,0,0,0,0,0,0,1000000,400000,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.96,262.23,261.94,262.04,261.42,261.58,261.36,262.51,262.88,262.51,0,0,0,49.54,0,0,0,0,0,0,0,0.19,4.44,40.92,0.27,44.9,22,22,79.68,331.21,79.68,0,33.08,32.25,32.75,49.23,49.16,49.26,0,0,0,0,0,0,0,0,0,0,1.11,0,5.97,39,40,42,4.71,4.64,4.76,0,31.1,0.08,0.11,-6.44,0,262.51,0:03:13,#
0,0,0,0,0,0,1,0,0,0.96,1,1,1,0,0,0,0.88,1,0,0,0,0,0,0,0,0,0,0,1000000,400000,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.99,262.26,261.96,262.07,261.44,261.61,261.39,262.53,262.9,262.53,0,0,0,49.56,0,0,0,0,0,0,0,0.19,4.44,40.92,0.27,44.9,22,22,79.63,331.19,79.63,0,33.16,32.36,32.82,49.25,49.19,49.28,0,0,0,0,0,0,0,0,0,0,1.11,0,5.97,39,40,42,4.72,4.66,4.77,0,31.04,0.08,0.12,-6.45,0,262.53,0:03:14,#
0,0,0,0,0,0,1,0,0,0.96,1,1,1,0,0,0,0.88,1,0,0,0,0,0,0,0,0,0,0,1000000,400000,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.01,262.28,261.98,262.09,261.46,261.64,261.41,262.56,262.92,262.56,0,0,0,49.57,0,0,0,0,0,0,0,0.19,4.44,40.92,0.27,44.9,22,22,79.58,331.17,79.58,0,33.23,32.46,32.89,49.27,49.21,49.3,0,0,0,0,0,0,0,0,0,0,1.11,0,5.97,39,40,42,4.73,4.67,4.78,0,30.97,0.08,0.12,-6.45,0,262.55,0:03:15,#
0,0,0,0,0,0,1,0,0,0.96,1,1,1,0,0,0,0.88,1,0,0,0,0,0,0,0,0,0,0,1000000,400000,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.04,262.31,262.01,262.12,261.49,261.67,261.43,262.58,262.95,262.58,0,0,0,49.58,0,0,0,0,0,0,0,0.19,4.45,40.92,0.27,44.9,22,22,79.52,331.15,79.52,0,33.3,32.58,32.96,49.3,49.24,49.32,0,0,0,0,0,0,0,0,0,0,1.11,0,5.97,39,40,42,4.74,4.69,4.79,0,30.89,0.08,0.12,-6.46,0,262.58,0:03:16,#
0,0,0,0,0,0,1,0,0,0.96,1,1,1,0,0,0,0.88,1,0,0,0,0,0,0,0,0,0,0,1000000,400000,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.06,262.33,262.03,262.14,261.51,261.7,261.45,262.61,262.97,262.61,0,0,0,49.6,0,0,0,0,0,0,0,0.19,4.45,40.92,0.27,44.9,22,22,79.47,331.13,79.47,0,33.36,32.69,33.02,49.32,49.26,49.34,0,0,0,0,0,0,0,0,0,0,1.11,0,5.96,39,40,42,4.75,4.7,4.8,0,30.83,0.08,0.12,-6.47,0,262.6,0:03:17,#
0,0,0,0,0,0,1,0,0,0.96,1,1,1,0,0,0,0.88,1,0,0,0,0,0,0,0,0,0,0,1000000,400000,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.09,262.36,262.06,262.17,261.54,261.73,261.48,262.63,262.99,262.63,0,0,0,49.61,0,0,0,0,0,0,0,0.19,4.45,40.92,0.27,44.9,22,22,79.41,331.1,79.41,0,33.42,32.78,33.07,49.34,49.29,49.37,0,0,0,0,0,0,0,0,0,0,1.11,0,5.96,39,40,42,4.76,4.72,4.81,0,30.75,0.08,0.12,-6.47,0,262.63,0:03:18,#
0,0,0,0,0,0,1,0,0,0.96,1,1,1,0,0,0,0.88,1,0,0,0,0,0,0,0,0,0,0,1000000,400000,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.11,262.39,262.08,262.19,261.56,261.76,261.5,262.65,263.01,262.65,0,0,0,49.62,0,0,0,0,0,0,0,0.19,4.45,40.93,0.27,44.9,22,22,79.37,331.08,79.37,0,33.46,32.83,33.11,49.36,49.31,49.39,0,0,0,0,0,0,0,0,0,0,1.11,0,5.96,39,40,42,4.76,4.72,4.81,0,30.68,0.07,0.12,-6.48,0,262.65,0:03:19,#
0,0,0,0,0,0,1,0,0,0.96,1,1,1,0,0,0,0.88,1,0,0,0,0,0,0,0,0,0,0,1000000,400000,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.13,262.41,262.1,262.21,261.58,261.79,261.52,262.67,263.03,262.67,0,0,0,49.64,0,0,0,0,0,0,0,0.19,4.45,40.93,0.27,44.9,22,22,79.32,331.06,79.32,0,33.49,32.85,33.15,49.38,49.33,49.4,0,0,0,0,0,0,0,0,0,0,1.11,0,5.96,39,40,42,4.77,4.72,4.82,0,30.62,0.07,0.12,-6.48,0,262.67,0:03:20,#
0,0,0,0,0,0,1,0,0,0.96,1,1,1,0,0,0,0.88,1,0,0,0,0,0,0,0,0,0,0,1000000,400000,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.15,262.44,262.12,262.24,261.61,261.82,261.55,262.7,263.06,262.7,0,0,0,49.65,0,0,0,0,0,0,0,0.19,4.46,40.93,0.27,44.9,22,22,79.26,331.04,79.26,0,33.53,32.83,33.19,49.4,49.36,49.43,0,0,0,0,0,0,0,0,0,0,1.11,0,5.95,39,40,42,4.77,4.72,4.82,0,30.54,0.07,0.12,-6.49,0,262.7,0:03:21,#
0,0,0,0,0,0,1,0,0,0.96,1,1,1,0,0,0,0.88,1,0,0,0,0,0,0,0,0,0,0,1000000,400000,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.18,262.46,262.14,262.26,261.63,261.85,261.57,262.72,263.08,262.72,0,0,0,49.66,0,0,0,0,0,0,0,0.19,4.46,40.93,0.27,44.9,22,22,79.21,331.01,79.21,0,33.56,32.73,33.21,49.42,49.38,49.45,0,0,0,0,0,0,0,0,0,0,1.11,0,5.95,39,40,42,4.78,4.7,4.83,0,30.48,0.07,0.12,-6.5,0,262.72,0:03:22,#
0,0,0,0,0,0,1,0,0,0.96,1,1,1,0,0,0,0.88,1,0,0,0,0,0,0,0,0,0,0,1000000,400000,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.2,262.49,262.16,262.28,261.65,261.87,261.59,262.74,263.1,262.74,0,0,0,49.68,0,0,0,0,0,0,0,0.19,4.46,40.93,0.27,44.9,22,22,79.16,330.99,79.16,0,33.59,32.57,33.24,49.44,49.4,49.47,0,0,0,0,0,0,0,0,0,0,1.11,0,5.95,39,40,42,4.78,4.68,4.83,0,30.42,0.07,0.12,-6.5,0,262.74,0:03:24,#
0,0,0,0,0,0,1,0,0,0.96,1,1,1,0,0,0,0.88,1,0,0,0,0,0,0,0,0,0,0,1000000,400000,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.22,262.51,262.19,262.31,261.68,261.9,261.61,262.77,263.12,262.77,0,0,0,49.69,0,0,0,0,0,0,0,0.19,4.46,40.93,0.27,44.9,22,22,79.1,330.97,79.1,0,33.63,32.31,33.27,49.46,49.42,49.49,0,0,0,0,0,0,0,0,0,0,1.11,0,5.95,39,40,42,4.78,4.64,4.84,0,30.34,0.07,0.12,-6.51,0,262.77,0:03:25,#
0,0,0,0,0,0,1,0,0,0.96,1,1,1,0,0,0,0.88,1,0,0,0,0,0,0,0,0,0,0,1000000,400000,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.24,262.53,262.21,262.33,261.7,261.92,261.63,262.79,263.14,262.79,0,0,0,49.7,0,0,0,0,0,0,0,0.19,4.47,40.93,0.27,44.9,22,22,79.05,330.94,79.05,0,33.66,32.05,33.29,49.48,49.44,49.51,0,0,0,0,0,0,0,0,0,0,1.11,0,5.94,39,40,42,4.79,4.6,4.84,0,30.28,0.07,0.12,-6.51,0,262.79,0:03:26,#
0,0,0,0,0,0,1,0,0,0.96,1,1,1,0,0,0,0.88,1,0,0,0,0,0,0,0,0,0,0,1000000,400000,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.27,262.55,262.23,262.35,261.73,261.94,261.66,262.81,263.17,262.81,0,0,0,49.72,0,0,0,0,0,0,0,0.19,4.47,40.92,0.27,44.9,22,22,79,330.92,79,0,33.69,31.68,33.32,49.5,49.46,49.53,0,0,0,0,0,0,0,0,0,0,1.11,0,5.94,39,40,42,4.79,4.55,4.85,0,30.2,0.07,0.12,-6.52,0,262.81,0:03:27,#
0,0,0,0,0,0,1,0,0,0.96,1,1,1,0,0,0,0.88,1,0,0,0,0,0,0,0,0,0,0,1000000,400000,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.29,262.57,262.26,262.37,261.75,261.96,261.68,262.83,263.19,262.83,0,0,0,49.73,0,0,0,0,0,0,0,0.19,4.47,40.92,0.27,44.9,22,22,78.95,330.9,78.95,0,33.72,31.36,33.35,49.52,49.47,49.55,0,0,0,0,0,0,0,0,0,0,1.11,0,5.94,39,40,42,4.8,4.5,4.85,0,30.14,0.07,0.12,-6.53,0,262.83,0:03:28,#
0,0,0,0,0,0,1,0,0,0.96,1,1,1,0,0,0,0.88,1,0,0,0,0,0,0,0,0,0,0,1000000,400000,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.31,262.59,262.28,262.39,261.77,261.97,261.7,262.85,263.21,262.85,0,0,0,49.74,0,0,0,0,0,0,0,0.19,4.47,40.92,0.27,44.9,22,22,78.9,330.87,78.9,0,33.75,31.03,33.38,49.54,49.49,49.57,0,0,0,0,0,0,0,0,0,0,1.11,0,5.94,39,40,42,4.8,4.45,4.85,0,30.08,0.07,0.12,-6.53,0,262.85,0:03:29,#
0,0,0,0,0,0,1,0,0,0.96,1,1,1,0,0,0,0.88,1,0,0,0,0,0,0,0,0,0,0,1000000,400000,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.33,262.61,262.3,262.41,261.79,261.98,261.73,262.87,263.23,262.87,0,0,0,49.76,0,0,0,0,0,0,0,0.19,4.48,40.92,0.27,44.9,22,22,78.84,330.85,78.84,0,33.79,30.63,33.41,49.56,49.5,49.59,0,0,0,0,0,0,0,0,0,0,1.11,0,5.93,39,40,42,4.81,4.4,4.86,0,30,0.06,0.13,-6.54,0,262.87,0:03:30,#
0,0,0,0,0,0,1,0,0,0.96,1,1,1,0,0,0,0.88,1,0,0,0,0,0,0,0,0,0,0,1000000,400000,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.35,262.62,262.32,262.43,261.82,262,261.75,262.89,263.25,262.89,0,0,0,49.77,0,0,0,0,0,0,0,0.19,4.48,40.92,0.27,44.9,22,22,78.79,330.82,78.79,0,33.82,30.31,33.44,49.58,49.51,49.61,0,0,0,0,0,0,0,0,0,0,1.11,0,5.93,39,40,42,4.81,4.35,4.86,0,29.94,0.06,0.13,-6.54,0,262.89,0:03:31,#
0,0,0,0,0,0,1,0,0,0.96,1,1,1,0,0,0,0.88,1,0,0,0,0,0,0,0,0,0,0,1000000,400000,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.37,262.63,262.34,262.45,261.84,262.01,261.77,262.91,263.26,262.91,0,0,0,49.78,0,0,0,0,0,0,0,0.19,4.48,40.92,0.27,44.9,22,22,78.74,330.8,78.74,0,33.86,30.01,33.46,49.59,49.52,49.62,0,0,0,0,0,0,0,0,0,0,1.11,0,5.93,39,40,42,4.81,4.31,4.87,0,29.88,0.06,0.13,-6.55,0,262.91,0:03:32,#
0,0,0,0,0,0,1,0,0,0.96,1,1,1,0,0,0,0.88,1,0,0,0,0,0,0,0,0,0,0,1000000,400000,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.4,262.65,262.37,262.47,261.87,262.02,261.8,262.93,263.28,262.93,0,0,0,49.8,0,0,0,0,0,0,0,0.19,4.48,40.92,0.27,44.9,22,22,78.68,330.77,78.68,0,33.9,29.7,33.5,49.62,49.54,49.65,0,0,0,0,0,0,0,0,0,0,1.11,0,5.93,39,40,42,4.82,4.26,4.88,0,29.81,0.06,0.13,-6.55,0,262.93,0:03:33,#
0,0,0,0,0,0,1,0,0,0.96,1,1,1,0,0,0,0.88,1,0,0,0,0,0,0,0,0,0,0,1000000,400000,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.42,262.66,262.39,262.49,261.89,262.02,261.83,262.95,263.3,262.95,0,0,0,49.81,0,0,0,0,0,0,0,0.19,4.48,40.92,0.27,44.9,22,22,78.64,330.75,78.64,0,33.93,29.48,33.53,49.63,49.55,49.66,0,0,0,0,0,0,0,0,0,0,1.11,0,5.93,39,40,42,4.82,4.23,4.88,0,29.75,0.06,0.13,-6.56,0,262.95,0:03:34,#
0,0,0,0,0,0,1,0,0,0.96,1,1,1,0,0,0,0.88,1,0,0,0,0,0,0,0,0,0,0,1000000,400000,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.44,262.67,262.41,262.51,261.91,262.03,261.85,262.96,263.32,262.96,0,0,0,49.82,0,0,0,0,0,0,0,0.19,4.49,40.92,0.27,44.9,22,22,78.59,330.73,78.59,0,33.96,29.31,33.56,49.65,49.55,49.68,0,0,0,0,0,0,0,0,0,0,1.11,0,5.92,39,40,42,4.83,4.21,4.88,0,29.69,0.06,0.13,-6.57,0,262.96,0:03:35,#
0,0,0,0,0,0,1,0,0,0.96,1,1,1,0,0,0,0.88,1,0,0,0,0,0,0,0,0,0,0,1000000,400000,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.46,262.69,262.43,262.53,261.94,262.04,261.88,262.98,263.33,262.98,0,0,0,49.84,0,0,0,0,0,0,0,0.19,4.49,40.92,0.27,44.9,22,22,78.53,330.7,78.53,0,34,29.17,33.59,49.68,49.57,49.7,0,0,0,0,0,0,0,0,0,0,1.11,0,5.92,39,40,42,4.83,4.19,4.89,0,29.62,0.06,0.13,-6.57,0,262.98,0:03:36,#
